Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
6,147,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,81632.65306,13605.44218,147.0,0.0,147,147,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6802.721,6802.721,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,913,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0
6,61657312,18,15,1422,6017,1110,0,79.0,262.36862,1448,0,401.13333,592.70996,120.650734822822,0.53521632600526,1.926791e+06,3.9548162e+06,10029667,8,61657312,3.6269008e+06,4.906035e+06,10080014,146,61606327,4.400452e+06,5.1049145e+06,10080459,48,0,0,0,0,584,488,0.2919362,0.24328014,0,1448,218.79411,460.13348,211722.83,0,0,0,1,0,0,0,0,0,225.42424,79.0,401.13333,0,0,0,0,0,0,18,1422,15,6017,29200,118,3,32,221238.17,418425.72,1075346,50186,1.0024644e+07,10254.007,10029667,10003937
17,173,2,2,88,120,44,44,44.0,0.0,60,60,60.0,0.0,1202312.13872832,23121.387283237,57.666668,95.56324,168,1,4,4.0,0.0,4,4,1,1.0,0.0,1,1,0,0,0,0,40,40,11560.693,11560.693,44,60,50.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,63.0,44.0,60.0,0,0,0,0,0,0,2,88,2,120,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
17,237,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1367088.60759494,16877.6371308017,79.0,55.434647,143,46,46,46.0,0.0,46,46,48,48.0,0.0,48,48,0,0,0,0,64,80,8438.818,8438.818,30,132,70.8,55.867702,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
17,282638,1,1,65,202,65,65,65.0,0.0,202,202,202.0,0.0,944.6712756,7.076189331,282638.0,0.0,282638,282638,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,3.5380948,3.5380948,65,202,110.666664,79.096985,6256.3335,0,0,0,0,0,0,0,0,1,166.0,65.0,202.0,0,0,0,0,0,0,1,65,1,202,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
6,161308,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,74.39184665,12.39864111,161308.0,0.0,161308,161308,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6.1993203,6.1993203,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,256,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0
6,82783,3,4,26,11607,20,0,8.666667,10.263203,11595,0,2901.75,5795.5005,140524.0206,84.55842383,13797.167,33400.312,81974,5,755,377.5,327.39044,609,146,82733,27577.666,47110.094,81974,5,0,0,0,0,72,92,36.239323,48.3191,0,11595,1454.125,4097.5376,1.68e+07,0,0,0,1,0,0,0,0,1,1661.8572,8.666667,2901.75,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
17,60243,2,2,100,602,50,50,50.0,0.0,301,301,301.0,0.0,11652.8061351526,66.3977557558555,20081.0,34775.25,60236,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,33.19888,33.19888,50,301,150.4,137.47836,18900.3,0,0,0,0,0,0,0,0,1,188.0,50.0,301.0,0,0,0,0,0,0,2,100,2,602,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
6,242,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,74380.1652892562,16528.9256198347,80.666664,131.93306,233,3,242,121.0,166.8772,239,3,0,0.0,0.0,0,0,0,0,0,0,60,32,12396.694,4132.2314,0,6,4.8,2.6832817,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,0,0,0,0,0,0,3,18,1,0,0,114,2,20,0.0,0.0,0,0,0.0,0.0,0,0
6,5042764,7,4,599,147,517,0,85.57143,191.30853,147,0,36.75,73.5,147.9347437,2.181343406,504276.4,1.5608776e+06,4946330,3,5042764,840460.7,2.0382255e+06,5000922,15,72598,24199.334,28061.727,54962,3,0,0,0,0,232,136,1.3881276,0.7932158,0,517,62.166668,149.57019,22371.242,0,0,0,1,0,0,0,0,0,67.818184,85.57143,36.75,0,0,0,0,0,0,7,599,4,147,29200,118,3,32,0.0,0.0,0,0,0.0,0.0,0,0
17,60649,1,1,45,80,45,45,45.0,0.0,80,80,80.0,0.0,2061.039753,32.97663605,60649.0,0.0,60649,60649,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.488317,16.488317,45,80,56.666668,20.20726,408.33334,0,0,0,0,0,0,0,0,1,85.0,45.0,80.0,0,0,0,0,0,0,1,45,1,80,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
6,118250530,17,15,1402,1442,872,0,82.47059,240.52809,738,0,96.13333,253.77658,24.05063216,0.270611895,3.8145332e+06,4.832085e+06,10000000,18,118000000,7.388528e+06,4.357011e+06,10000000,34284,118000000,8.444022e+06,3.523608e+06,10000000,2609,0,0,0,0,552,488,0.14376257,0.12684932,0,872,86.181816,239.55968,57388.84,0,0,0,1,0,0,0,0,0,88.875,82.47059,96.13333,0,0,0,0,0,0,17,1402,15,1442,29200,73,2,32,93293.414,204111.86,741435,34065,9.758077e+06,875703.7,10000000,6977393
17,31467,2,2,66,190,33,33,33.0,0.0,95,95,95.0,0.0,8135.507039,127.1172975,10489.0,18161.418,31460,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,63.558647,63.558647,33,95,57.8,33.958797,1153.2,0,0,0,0,0,0,0,0,1,72.25,33.0,95.0,0,0,0,0,0,0,2,66,2,190,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
17,136,2,2,68,248,34,34,34.0,0.0,124,124,124.0,0.0,2323529.412,29411.76471,45.333332,73.32349,130,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,14705.883,14705.883,34,124,70.0,49.29503,2430.0,0,0,0,0,0,0,0,0,1,87.5,34.0,124.0,0,0,0,0,0,0,2,68,2,248,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
6,691947,3,5,26,11607,20,0,8.666667,10.263203,7215,0,2321.4,3327.7698,16811.98126,11.56157914,98849.57,261085.19,690935,4,774,387.0,291.328,593,181,691901,172975.25,345306.7,690935,4,0,0,0,0,72,112,4.3355923,7.225987,0,7215,1292.5555,2650.5857,7.0256045e+06,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
17,60880,1,1,64,117,64,64,64.0,0.0,117,117,117.0,0.0,2973.061761,32.85151117,60880.0,0.0,60880,60880,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,16.425756,16.425756,64,117,81.666664,30.599564,936.3333,0,0,0,0,0,0,0,0,1,122.5,64.0,117.0,0,0,0,0,0,0,1,64,1,117,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
17,210,2,2,90,158,45,45,45.0,0.0,79,79,79.0,0.0,1180952.381,19047.61905,70.0,79.32213,158,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,9523.81,9523.81,45,79,58.6,18.622566,346.8,0,0,0,0,0,0,0,0,1,73.25,45.0,79.0,0,0,0,0,0,0,2,90,2,158,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
17,175,2,2,84,310,42,42,42.0,0.0,155,155,155.0,0.0,2251428.57142857,22857.1428571429,58.333332,94.97543,168,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,11428.571,11428.571,42,155,87.2,61.89265,3830.7,0,0,0,0,0,0,0,0,1,109.0,42.0,155.0,0,0,0,0,0,0,2,84,2,310,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
17,196,2,2,80,274,40,40,40.0,0.0,137,137,137.0,0.0,1806122.449,20408.16327,65.333336,71.90503,144,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,64,64,10204.082,10204.082,40,137,78.8,53.12909,2822.7,0,0,0,0,0,0,0,0,1,98.5,40.0,137.0,0,0,0,0,0,0,2,80,2,274,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
17,60599,1,1,50,156,50,50,50.0,0.0,156,156,156.0,0.0,3399.39603,33.00384495,60599.0,0.0,60599,60599,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.501923,16.501923,50,156,85.333336,61.199127,3745.3333,0,0,0,0,0,0,0,0,1,128.0,50.0,156.0,0,0,0,0,0,0,1,50,1,156,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
6,9389751,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.555978321,0.425996387,3.129917e+06,5.4203155e+06,9388758,2,9389751,3.129917e+06,5.4203155e+06,9388758,2,0,0.0,0.0,0,0,0,0,0,0,80,0,0.4259964,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,993.0,0.0,993,993,9.388758e+06,0.0,9388758,9388758
6,60548386,15,13,1112,5508,407,0,74.13333,144.20465,2605,0,423.69232,790.89923,109.3340457,0.462440072,2.2425328e+06,4.223671e+06,10000000,11,60500000,4.3248845e+06,5.1349205e+06,10100000,52,60500000,5.0414785e+06,5.22574e+06,10100000,50,0,0,0,0,488,424,0.24773575,0.21470432,0,2605,228.27586,557.4923,310797.72,0,0,0,1,0,0,0,0,0,236.42857,74.13333,423.69232,0,0,0,0,0,0,15,1112,13,5508,29200,126,4,32,94968.164,109490.18,318464,50181,9.99641e+06,43307.63,10000000,9927862
6,169400,10,8,524,3933,191,0,52.4,72.50931,1418,0,491.625,617.57587,26310.50767,106.257379,9964.706,15140.226,36925,1,169400,18822.223,24035.107,66537,18,97358,13908.286,23236.568,56944,1,0,0,0,0,328,264,59.031876,47.225502,0,1418,234.57895,449.23508,201812.14,0,0,0,1,0,0,0,0,0,247.61111,52.4,491.625,0,0,0,0,0,0,10,524,8,3933,29200,340,5,32,0.0,0.0,0,0,0.0,0.0,0,0
17,30836,2,2,70,126,35,35,35.0,0.0,63,63,63.0,0.0,6356.207031,129.7185108,10278.667,17798.844,30831,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,40,64,64.85925,64.85925,35,63,46.2,15.336231,235.2,0,0,0,0,0,0,0,0,1,57.75,35.0,63.0,0,0,0,0,0,0,2,70,2,126,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
17,61032,1,1,50,109,50,50,50.0,0.0,109,109,109.0,0.0,2605.19072,32.76969459,61032.0,0.0,61032,61032,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,44,40,16.384848,16.384848,50,109,69.666664,34.063667,1160.3334,0,0,0,0,0,0,0,0,1,104.5,50.0,109.0,0,0,0,0,0,0,1,50,1,109,-1,-1,0,44,0.0,0.0,0,0,0.0,0.0,0,0
17,31093,2,2,56,218,28,28,28.0,0.0,109,109,109.0,0.0,8812.272859,128.6463191,10364.333,17908.264,31043,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,64,64,64.32316,64.32316,28,109,60.4,44.36553,1968.3,0,0,0,0,0,0,0,0,1,75.5,28.0,109.0,0,0,0,0,0,0,2,56,2,218,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
17,91354,2,2,76,274,38,38,38.0,0.0,137,137,137.0,0.0,3831.249863,43.78571272,30451.334,52737.195,91347,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,40,21.892857,21.892857,38,137,77.6,54.224533,2940.3,0,0,0,0,0,0,0,0,1,97.0,38.0,137.0,0,0,0,0,0,0,2,76,2,274,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
17,249893,2,2,68,254,34,34,34.0,0.0,127,127,127.0,0.0,1288.5515,16.00685093,83297.664,144231.62,249842,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,64,8.003426,8.003426,34,127,71.2,50.938198,2594.7,0,0,0,0,0,0,0,0,1,89.0,34.0,127.0,0,0,0,0,0,0,2,68,2,254,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
17,173,2,2,100,132,50,50,50.0,0.0,66,66,66.0,0.0,1341040.462,23121.38728,57.666668,94.68545,167,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,11560.693,11560.693,50,66,56.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,70.5,50.0,66.0,0,0,0,0,0,0,2,100,2,132,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
17,227,2,2,70,264,35,35,35.0,0.0,132,132,132.0,0.0,1471365.639,17621.14537,75.666664,92.39769,179,1,1,1.0,0.0,1,1,47,47.0,0.0,47,47,0,0,0,0,64,64,8810.572,8810.572,35,132,73.8,53.12909,2822.7,0,0,0,0,0,0,0,0,1,92.25,35.0,132.0,0,0,0,0,0,0,2,70,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
6,5303475,9,6,704,5748,517,0,78.22222,169.27698,2580,0,958.0,1046.099,1216.56084,2.828334253,378819.66,1.3781782e+06,5166880,31,5303475,662934.4,1.8200322e+06,5166880,48,62797,12559.4,15952.12,30739,214,0,0,0,0,192,132,1.6970005,1.1313337,0,2580,403.25,759.8569,577382.44,0,0,0,1,0,0,0,0,0,430.13333,78.22222,958.0,0,0,0,0,0,0,9,704,6,5748,8192,288,8,20,136547.0,0.0,136547,136547,5.16688e+06,0.0,5166880,5166880
6,52,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19230.77,19230.77,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,257,2750,0,32,0.0,0.0,0,0,0.0,0.0,0,0
6,30184466,10,13,976,3797,517,0,97.6,170.53003,1460,0,292.07693,537.2404,158.1276939,0.761981345,1.3720211e+06,3.4947045e+06,9996702,38,20200000,2.247526e+06,4.402129e+06,10000000,416,30100000,2.5117822e+06,4.515498e+06,10000000,48,0,0,0,0,212,268,0.33129624,0.4306851,0,1460,198.875,416.00034,173056.28,0,0,0,1,0,0,0,0,1,207.52174,97.6,292.07693,0,0,0,0,0,0,10,976,13,3797,8192,5320,9,20,123647.0,113261.54,203735,43559,9.99022e+06,9166.933,9996702,9983738
17,245,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,783673.4694,16326.53061,81.666664,58.312378,149,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,64,8163.265,8163.265,40,56,46.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,0,0,0,0,0,0,2,80,2,112,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
6,117703588,29,45,1176,47138,517,0,40.551723,108.38476,1418,0,1047.5111,609.4989,410.4717691,0.628697912,1.6123779e+06,9.622443e+06,58700000,1,118000000,4.2036995e+06,1.54e+07,58700000,187,118000000,2.6742195e+06,1.23e+07,58800000,1,0,0,0,0,936,1448,0.24638161,0.3823163,0,1418,644.18665,687.4991,472654.97,0,0,0,1,0,0,0,0,1,652.8919,40.551723,1047.5111,0,0,0,0,0,0,29,1176,45,47138,29200,357,8,32,283119.0,286990.6,486052,80186,5.86e+07,268420.56,58700000,58400000
6,118548005,19,15,860,4867,222,0,45.263157,72.95496,1418,0,324.46667,535.1212,48.30954346,0.286803645,3.5923638e+06,1.42e+07,58900000,1,119000000,6.5860005e+06,1.9e+07,58900000,1,119000000,8.465038e+06,2.14e+07,59000000,1,0,0,0,0,628,488,0.16027263,0.12653102,0,1418,163.62857,375.17737,140758.06,0,0,0,1,0,0,0,0,0,168.44118,45.263157,324.46667,0,0,0,0,0,0,19,860,15,4867,29200,357,8,32,434706.5,501026.88,788986,80427,5.88e+07,144452.72,58900000,58700000
6,110,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,109090.9091,18181.81818,110.0,0.0,110,110,110,110.0,0.0,110,110,0,0.0,0.0,0,0,0,0,0,0,40,0,18181.818,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,64209,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
6,879175,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,34.12289931,5.687149885,219793.75,439350.2,878819,1,879175,219793.75,439350.2,878819,1,0,0.0,0.0,0,0,0,0,0,0,100,0,5.68715,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0
6,5693045,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.702611695,1.8976816e+06,3.2429342e+06,5642185,59,5693045,2.8465225e+06,3.9536638e+06,5642185,50860,0,0.0,0.0,0,0,0,0,0,0,104,40,0.52695876,0.17565292,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,29200,26847,0,32,0.0,0.0,0,0,0.0,0.0,0,0
17,240,2,2,64,248,32,32,32.0,0.0,124,124,124.0,0.0,1300000.0,16666.66667,80.0,56.293873,145,47,48,48.0,0.0,48,48,47,47.0,0.0,47,47,0,0,0,0,64,64,8333.333,8333.333,32,124,68.8,50.390476,2539.2,0,0,0,0,0,0,0,0,1,86.0,32.0,124.0,0,0,0,0,0,0,2,64,2,248,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
17,260,2,2,70,456,35,35,35.0,0.0,228,228,228.0,0.0,2023076.923,15384.61538,86.666664,65.24058,162,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,64,64,7692.3076,7692.3076,35,228,112.2,105.71046,11174.7,0,0,0,0,0,0,0,0,1,140.25,35.0,228.0,0,0,0,0,0,0,2,70,2,456,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
6,108,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,111111.1111,18518.51852,108.0,0.0,108,108,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,9259.259,9259.259,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,377,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0
17,61654,1,1,45,121,45,45,45.0,0.0,121,121,121.0,0.0,2692.444935,32.4390956,61654.0,0.0,61654,61654,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.219547,16.219547,45,121,70.333336,43.87862,1925.3334,0,0,0,0,0,0,0,0,1,105.5,45.0,121.0,0,0,0,0,0,0,1,45,1,121,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
17,61628,2,2,68,228,34,34,34.0,0.0,114,114,114.0,0.0,4803.011618,64.90556241,20542.666,35574.88,61621,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,32.45278,32.45278,34,114,66.0,43.817806,1920.0,0,0,0,0,0,0,0,0,1,82.5,34.0,114.0,0,0,0,0,0,0,2,68,2,228,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
