Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
6,5756455,7,4,663,173,517,0,94.71429,188.4301,161,0,43.25,78.55094,145.2282698,1.910898287,575645.5,1.6060804e+06,5138458,3,5756455,959409.2,2.162114e+06,5368564,3,427671,142557.0,119410.336,230499,6616,0,0,0,0,160,88,1.2160262,0.6948721,0,517,69.666664,148.8082,22143.879,0,0,0,1,0,0,0,0,0,76.0,94.71429,43.25,0,0,0,0,0,0,7,663,4,173,29200,31,6,20,617994.0,0.0,617994,617994,5.138458e+06,0.0,5138458,5138458
17,94200,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1019.10828025478,21.2314225053079,94200.0,0.0,94200,94200,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10.615711,10.615711,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
6,139,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,115107.9137,28776.97842,46.333332,2.081666,48,44,47,47.0,0.0,47,47,48,48.0,0.0,48,48,0,0,0,0,48,40,14388.489,14388.489,2,6,3.6,2.1908903,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0
6,388012,3,4,442,871,436,0,147.33333,250.01067,859,0,217.75,427.50937,3383.91596136202,18.040679154253,64668.668,135239.02,339701,3,364140,182070.0,222923.89,339701,24439,363631,121210.336,209556.33,363185,3,0,0,0,0,72,92,7.7317195,10.30896,0,859,164.125,319.05862,101798.414,0,0,0,1,0,0,0,0,1,187.57143,147.33333,217.75,0,0,0,0,0,0,3,442,4,871,8192,31,2,20,0.0,0.0,0,0,0.0,0.0,0,0
6,95884,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20.8585374,95884.0,0.0,95884,95884,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.429269,10.429269,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,767,39,0,32,0.0,0.0,0,0,0.0,0.0,0,0
6,861399,5,2,11601,26,7215,0,2320.2,3328.8145,20,6,13.0,9.899495,13497.80996,8.126315447,143566.5,349321.28,856606,3,861399,215349.75,427509.44,856606,35,3,3.0,0.0,3,3,0,0,0,0,124,40,5.804511,2.3218045,0,7215,1453.375,2786.2598,7.7632435e+06,0,0,0,1,0,0,0,0,0,1661.0,2320.2,13.0,0,0,0,0,0,0,5,11601,2,26,8192,256,3,20,0.0,0.0,0,0,0.0,0.0,0,0
6,48318949,39,57,1963,81938,380,0,50.333332,118.585815,2920,0,1437.5088,866.52185,1736.399523,1.986798181,508620.53,2.0843271e+06,9998278,0,42400000,1.1145895e+06,3.0814488e+06,10000000,159,48300000,862568.6,2.6715135e+06,10000000,48,0,0,0,0,804,1200,0.8071368,1.1796614,0,2920,864.95874,956.8668,915594.2,0,0,0,1,0,0,0,0,1,873.96875,50.333332,1437.5088,0,0,0,0,0,0,39,1963,57,81938,8192,34,37,20,648072.0,1.2659966e+06,2547067,14979,9.940528e+06,111771.805,9998278,9772882
17,98771,4,2,160,208,40,40,40.0,0.0,104,104,104.0,0.0,3725.789959,60.74657541,19754.2,31383.502,71923,3,26800,8933.333,15467.791,26794,3,48,48.0,0.0,48,48,0,0,0,0,144,80,40.49772,20.24886,40,104,58.285713,31.228802,975.2381,0,0,0,0,0,0,0,0,0,68.0,40.0,104.0,0,0,0,0,0,0,4,160,2,208,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0
6,5544068,9,7,347,5055,190,0,38.555557,70.319115,1460,0,722.1429,685.9068,974.3747732,2.885967488,369604.53,1.3706839e+06,5323791,8,5544068,693008.5,1.8713192e+06,5323791,48,142821,23803.5,35363.05,69505,42,0,0,0,0,192,152,1.6233567,1.2626108,0,1460,317.7647,548.27075,300600.8,0,0,0,1,0,0,0,0,0,337.625,38.555557,722.1429,0,0,0,0,0,0,9,347,7,5055,8192,110,3,20,220229.0,0.0,220229,220229,5.323791e+06,0.0,5323791,5323791
6,100036647,5,7,303,11595,291,0,60.6,128.83244,5792,0,1656.4286,2120.7322,118.9364134,0.11995604,9.094241e+06,3.01e+07,99900000,3,99900000,2.5e+07,4.99e+07,99900000,5,100000000,1.67e+07,4.08e+07,99900000,15,0,0,0,0,144,232,0.049981683,0.069974355,0,5792,915.6923,1716.967,2.9479758e+06,1,0,0,0,0,0,0,0,1,992.0,60.6,1656.4286,0,0,0,0,0,0,5,303,7,11595,0,235,2,20,10022.0,0.0,10022,10022,9.99e+07,0.0,99900000,99900000
6,4,2,1,12,6,6,6,6.0,0.0,6,6,6.0,0.0,4500000.0,750000.0,2.0,0.0,2,2,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,20,500000.0,250000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,6.0,0,0,0,0,0,0,2,12,1,6,360,426,1,20,0.0,0.0,0,0,0.0,0.0,0,0
6,118795290,25,24,19192,6856,2397,6,767.68,1083.2162,845,6,285.66666,404.01492,219.2679525,0.412474266,2.474902e+06,3.9314018e+06,10000000,49,119000000,4.949804e+06,4.3851665e+06,10100000,49,119000000,5.159182e+06,4.4390705e+06,10100000,41400,1,0,0,0,500,480,0.21044606,0.20202821,6,2397,568.58,881.9235,777789.06,0,1,0,0,1,0,0,0,0,580.18365,767.68,285.66666,0,0,0,0,0,0,25,19192,24,6856,64240,65535,24,20,1.4378179e+06,1.8805435e+06,4470985,86754,9.34054e+06,1.1214261e+06,10000000,7171889
6,196,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15306.12245,98.0,134.3503,193,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,20,10204.082,5102.041,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,31,65535,0,20,0.0,0.0,0,0,0.0,0.0,0,0
17,24182,2,2,62,150,31,31,31.0,0.0,75,75,75.0,0.0,8766.851377,165.4122901,8060.6665,13958.0205,24178,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,82.70615,82.70615,31,75,48.6,24.099792,580.8,0,0,0,0,0,0,0,0,1,60.75,31.0,75.0,0,0,0,0,0,0,2,62,2,150,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
6,23,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,130434.7826,11.5,14.849242,22,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,32,86956.52,43478.26,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,349,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0
6,3441258,3,3,6,6,6,0,2.0,3.4641016,6,0,2.0,3.4641016,3.48709687,1.743548435,688251.6,957197.6,2027850,32,1413408,706704.0,960468.8,1385858,27550,3413740,1.70687e+06,454023.38,2027913,1385827,0,0,0,0,84,84,0.8717742,0.8717742,0,6,1.7142857,2.9277003,8.571428,0,0,0,1,0,0,0,0,1,2.0,2.0,2.0,0,0,0,0,0,0,3,6,3,6,8192,29,1,20,0.0,0.0,0,0,0.0,0.0,0,0
6,119798976,24,27,914,26469,199,0,38.083332,66.43854,2820,0,980.3333,804.6524,228.5745748,0.425713155,2.3959795e+06,1.16e+07,58900000,3,120000000,5.208651e+06,1.69e+07,58900000,40,120000000,4.60442e+06,1.6e+07,59000000,3,0,0,0,0,504,552,0.2003356,0.22537754,0,2820,526.5961,747.53314,558805.75,0,0,0,1,0,0,0,0,1,536.9216,38.083332,980.3333,0,0,0,0,0,0,24,914,27,26469,8192,123,8,20,1.0421835e+06,1.354147e+06,1999710,84657,5.88e+07,162055.44,58900000,58700000
6,45,3,0,31,0,31,0,10.333333,17.897858,0,0,0.0,0.0,688888.8889,66666.66667,22.5,26.16295,41,4,45,22.5,26.16295,41,4,0,0.0,0.0,0,0,0,0,0,0,96,0,66666.664,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.333333,10.333333,0.0,0,0,0,0,0,0,3,31,0,0,939,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
17,241,2,2,74,154,37,37,37.0,0.0,77,77,77.0,0.0,946058.0913,16597.51037,80.333336,96.6454,189,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,8298.755,8298.755,37,77,53.0,21.908903,480.0,0,0,0,0,0,0,0,0,1,66.25,37.0,77.0,0,0,0,0,0,0,2,74,2,154,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
6,24,3,1,43,6,31,6,14.333333,14.433757,6,6,6.0,0.0,2041666.667,166666.6667,8.0,12.124355,22,1,2,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,60,20,125000.0,41666.668,6,31,11.0,11.18034,125.0,0,0,0,0,1,0,0,0,0,13.75,14.333333,6.0,0,0,0,0,0,0,3,43,1,6,980,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0
17,61186092,2,2,99,227,56,43,49.5,9.192389,116,111,113.5,3.535534,5.328008202,0.065374334,2.04e+07,3.51e+07,60900000,89517,61100000,6.11e+07,0.0,61100000,61100000,61000000,6.1e+07,0.0,61000000,61000000,0,0,0,0,52,52,0.03268717,0.03268717,43,116,76.4,34.326374,1178.3,0,0,0,0,0,0,0,0,1,95.5,49.5,113.5,0,0,0,0,0,0,2,99,2,227,-1,-1,1,20,203156.0,0.0,203156,203156,6.09e+07,0.0,60900000,60900000
6,116212379,40,50,1707,53714,464,0,42.675,105.85098,2920,0,1074.28,734.7813,476.8941181,0.774444175,1.3057571e+06,3.3255188e+06,10000000,4,116000000,2.9798045e+06,4.5414585e+06,10000000,4,111000000,2.2692575e+06,4.2182875e+06,10000000,48,0,0,0,0,812,1144,0.34419742,0.43024677,0,2920,609.022,752.15515,565737.4,0,0,0,1,0,0,0,0,1,615.7889,42.675,1074.28,0,0,0,0,0,0,40,1707,50,53714,8192,66,39,20,110623.73,286383.53,974082,23318,9.998032e+06,16229.081,10000000,9950629
17,47205,1,1,56,175,56,56,56.0,0.0,175,175,175.0,0.0,4893.549412,42.36839318,47205.0,0.0,47205,47205,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21.184196,21.184196,56,175,95.666664,68.70468,4720.3335,0,0,0,0,0,0,0,0,1,143.5,56.0,175.0,0,0,0,0,0,0,1,56,1,175,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
6,73696458,5,9,11607,62,7215,0,2321.4,3327.7698,20,0,6.888889,5.3019915,158.3386816,0.189968424,5.6689585e+06,2.04e+07,73600000,1,73700000,1.84e+07,3.68e+07,73600000,193,73600000,9.205615e+06,2.6e+07,73600000,1,0,0,0,0,112,192,0.067845866,0.122122556,0,7215,778.3333,2107.035,4.439596e+06,0,0,0,0,1,1,0,0,1,833.9286,2321.4,6.888889,0,0,0,0,0,0,5,11607,9,62,229,256,3,20,12310.0,0.0,12310,12310,7.36e+07,0.0,73600000,73600000
6,2025710,8,11,737,4911,385,0,92.125,139.97595,1460,0,446.45456,622.647,2788.15822600471,9.37942746000168,112539.445,232818.55,972124,3,2025583,289369.0,319332.28,972124,20430,1806271,180627.1,403518.53,1289988,3,0,0,0,0,172,228,3.9492326,5.430195,0,1460,282.4,496.2748,246288.67,0,0,0,1,0,0,0,0,1,297.26315,92.125,446.45456,0,0,0,0,0,0,8,737,11,4911,8192,5093,7,20,0.0,0.0,0,0,0.0,0.0,0,0
17,157607,2,2,94,256,47,47,47.0,0.0,128,128,128.0,0.0,2220.713547,25.37958339,52535.668,90949.414,157555,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,80,80,12.689792,12.689792,47,128,79.4,44.36553,1968.3,0,0,0,0,0,0,0,0,1,99.25,47.0,128.0,0,0,0,0,0,0,2,94,2,256,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0
17,65736,1,1,42,182,42,42,42.0,0.0,182,182,182.0,0.0,3407.569673,30.42472922,65736.0,0.0,65736,65736,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15.212364,15.212364,42,182,88.666664,80.82904,6533.3335,0,0,0,0,0,0,0,0,1,133.0,42.0,182.0,0,0,0,0,0,0,1,42,1,182,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
17,120689,2,2,60,250,30,30,30.0,0.0,125,125,125.0,0.0,2568.585372,33.14303706,40229.668,69634.8,120637,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,80,64,16.571518,16.571518,30,125,68.0,52.03364,2707.5,0,0,0,0,0,0,0,0,1,85.0,30.0,125.0,0,0,0,0,0,0,2,60,2,250,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0
6,176775,3,5,26,11607,20,0,8.666667,10.263203,7215,0,2321.4,3327.7698,65806.81657,45.255268,25253.572,66398.15,175830,3,572,286.0,400.22244,569,3,176696,44174.0,87770.88,175830,142,0,0,0,0,72,112,16.970726,28.284542,0,7215,1292.5555,2650.5857,7.0256045e+06,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
6,59507,2,2,12,0,6,6,6.0,0.0,0,0,0.0,0.0,201.656947922093,67.2189826406977,19835.666,34314.812,59459,16,48,48.0,0.0,48,48,59491,59491.0,0.0,59491,59491,0,0,0,0,40,64,33.60949,33.60949,0,6,3.6,3.2863352,10.8,1,0,0,0,0,0,0,0,1,4.5,6.0,0.0,0,0,0,0,0,0,2,12,2,0,0,120,1,20,0.0,0.0,0,0,0.0,0.0,0,0
6,85203017,6,6,374,11595,356,0,62.333332,143.89673,7240,0,1932.5,3126.6826,140.4762463,0.140840083,7.745729e+06,2.56e+07,85000000,1,85100000,1.7e+07,3.8e+07,85000000,1,85200000,1.7e+07,3.8e+07,85100000,45,0,0,0,0,164,200,0.07042004,0.07042004,0,7240,921.1539,2243.214,5.03201e+06,1,0,0,0,0,0,0,0,1,997.9167,62.333332,1932.5,0,0,0,0,0,0,6,374,6,11595,0,235,3,20,10995.0,0.0,10995,10995,8.5e+07,0.0,85000000,85000000
17,24312,2,2,110,222,55,55,55.0,0.0,111,111,111.0,0.0,13655.80783,164.5278052,8104.0,14031.344,24306,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,82.2639,82.2639,55,111,77.4,30.672462,940.8,0,0,0,0,0,0,0,0,1,96.75,55.0,111.0,0,0,0,0,0,0,2,110,2,222,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
6,665996,9,10,703,3950,267,0,78.111115,103.30228,1448,0,395.0,587.48315,6986.528448,28.52869987,36999.777,49543.457,131995,3,564171,70521.375,57020.35,132052,211,571058,63450.89,79320.83,234716,3,0,0,0,0,296,328,13.513595,15.015105,0,1448,232.65,442.7332,196012.66,0,0,0,1,0,0,0,0,1,244.89473,78.111115,395.0,0,0,0,0,0,0,9,703,10,3950,29200,254,4,32,0.0,0.0,0,0,0.0,0.0,0,0
17,24411,2,2,90,222,45,45,45.0,0.0,111,111,111.0,0.0,12781.12326,163.8605547,8137.0,14048.682,24359,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,64,81.930275,81.930275,45,111,71.4,36.14969,1306.8,0,0,0,0,0,0,0,0,1,89.25,45.0,111.0,0,0,0,0,0,0,2,90,2,222,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
6,65,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30769.23077,65.0,0.0,65,65,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15384.615,15384.615,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,63,1315,0,32,0.0,0.0,0,0,0.0,0.0,0,0
6,84039281,9,5,339,11595,333,0,37.666668,110.76778,7240,0,2319.0,3331.6382,142.0050226,0.166588765,6.46456e+06,2.33e+07,83900000,1,83900000,1.05e+07,2.97e+07,83900000,1,134589,33647.25,59935.63,123228,161,0,0,0,0,284,168,0.107092775,0.059495986,0,7240,795.6,2102.7922,4.421735e+06,0,0,0,0,1,0,0,0,0,852.4286,37.666668,2319.0,0,0,0,0,0,0,9,339,5,11595,251,235,2,20,1997.0,0.0,1997,1997,8.39e+07,0.0,83900000,83900000
17,234,2,2,66,258,33,33,33.0,0.0,129,129,129.0,0.0,1384615.385,17094.01709,78.0,133.3679,232,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,80,8547.009,8547.009,33,129,71.4,52.581364,2764.8,0,0,0,0,0,0,0,0,1,89.25,33.0,129.0,0,0,0,0,0,0,2,66,2,258,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
17,210,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,1009523.81,19047.61905,70.0,38.97435,115,47,48,48.0,0.0,48,48,47,47.0,0.0,47,47,0,0,0,0,40,40,9523.81,9523.81,45,61,51.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,0,0,0,0,0,0,2,90,2,122,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
17,30901,4,4,176,400,44,44,44.0,0.0,100,100,100.0,0.0,18640.1734571697,258.891298016245,4414.4287,11589.571,30697,1,30704,10234.667,17720.9,30697,3,133,44.333332,41.198704,83,1,0,0,0,0,104,80,129.44565,129.44565,44,100,68.888885,29.514591,871.1111,0,0,0,0,0,0,0,0,1,77.5,44.0,100.0,0,0,0,0,0,0,4,176,4,400,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
6,445415,13,8,1264,4438,789,0,97.23077,221.297,1448,0,554.75,643.30145,12801.544626921,47.1470426456226,22270.75,48367.79,208215,1,445415,37117.918,58971.297,208215,1,390098,55728.285,94669.375,259225,47,0,0,0,0,428,264,29.186264,17.960777,0,1448,259.18182,467.5952,218645.3,0,0,0,1,0,0,0,0,0,271.5238,97.23077,554.75,0,0,0,0,0,0,13,1264,8,4438,65535,116,6,32,0.0,0.0,0,0,0.0,0.0,0,0
6,42,3,1,31,0,31,0,10.333333,17.897858,0,0,0.0,0.0,738095.2381,95238.09524,14.0,19.974985,37,1,5,2.5,2.1213202,4,1,0,0.0,0.0,0,0,0,0,0,0,60,20,71428.57,23809.523,0,31,6.2,13.863622,192.2,0,0,0,0,1,0,0,0,0,7.75,10.333333,0.0,0,0,0,0,0,0,3,31,1,0,1013,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0
17,25444,2,2,68,282,34,34,34.0,0.0,141,141,141.0,0.0,13755.69879,157.2079862,8481.333,14634.685,25380,15,15,15.0,0.0,15,15,49,49.0,0.0,49,49,0,0,0,0,64,64,78.604,78.604,34,141,76.8,58.60631,3434.7,0,0,0,0,0,0,0,0,1,96.0,34.0,141.0,0,0,0,0,0,0,2,68,2,282,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
17,48896,2,2,94,256,47,47,47.0,0.0,128,128,128.0,0.0,7158.049738,81.80628272,16298.667,28226.654,48892,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,80,40.90314,40.90314,47,128,79.4,44.36553,1968.3,0,0,0,0,0,0,0,0,1,99.25,47.0,128.0,0,0,0,0,0,0,2,94,2,256,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
